* Dictionary *
session:		session #
period:		period #
id:			id #
female:		= 1 if male, 0 o/w
major:		major
group:		identifies subjects that were grouped together
sub_session:	identifies subjects that could be matched together in a session
would_pay:		what the subject offered to pay
would_receive:	what the partner offered to pay
game:			game
exogenous:		= 1 if transfered were determine exogenously, 0 o/w
cooperate:		= 1 if cooperated, 0 o/w
row:			= 1 for row players, 0 o/w
transfer:		= 1 if subjects were in a session where they could offer transfers, 0 o/w
**************

session	period	id	female	major	group	sub_session	would_pay	would_receive	game	exogenous	cooperate	row	transfer
7	6	111	0	"Global Studies"	55	28	0	0	1	0	0	1	0
7	6	110	1	"Global Studies"	56	28	0	0	1	0	0	1	0
7	6	112	0	"Pre-law & Society"	56	28	0	0	1	0	1	0	0
7	7	110	1	"Global Studies"	55	28	0	0	1	0	0	1	0
7	7	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	7	109	0	"Biopsych"	56	28	0	0	1	0	0	0	0
7	7	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	1	0
7	8	109	0	"Biopsych"	55	28	0	0	1	0	0	0	0
7	8	110	1	"Global Studies"	55	28	0	0	1	0	0	1	0
7	8	111	0	"Global Studies"	56	28	0	0	1	0	0	1	0
7	8	112	0	"Pre-law & Society"	56	28	0	0	1	0	1	0	0
7	9	109	0	"Biopsych"	55	28	0	0	1	0	0	1	0
7	9	110	1	"Global Studies"	55	28	0	0	1	0	0	0	0
7	9	111	0	"Global Studies"	56	28	0	0	1	0	0	1	0
7	9	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	0	0
7	10	110	1	"Global Studies"	55	28	0	0	1	0	0	1	0
7	10	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	10	109	0	"Biopsych"	56	28	0	0	1	0	0	1	0
7	10	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	0	0
7	11	109	0	"Biopsych"	55	28	0	0	1	0	0	1	0
7	11	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	11	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	11	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	1	0
7	12	109	0	"Biopsych"	55	28	0	0	1	0	0	0	0
7	12	111	0	"Global Studies"	55	28	0	0	1	0	0	1	0
7	12	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	12	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	1	0
7	13	110	1	"Global Studies"	55	28	0	0	1	0	0	0	0
7	13	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	1	0
7	13	109	0	"Biopsych"	56	28	0	0	1	0	0	1	0
7	13	111	0	"Global Studies"	56	28	0	0	1	0	0	0	0
7	14	109	0	"Biopsych"	55	28	0	0	1	0	0	0	0
7	14	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	1	0
7	14	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	14	111	0	"Global Studies"	56	28	0	0	1	0	1	1	0
7	15	110	1	"Global Studies"	55	28	0	0	1	0	0	0	0
7	15	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	1	0
7	15	109	0	"Biopsych"	56	28	0	0	1	0	0	0	0
7	15	111	0	"Global Studies"	56	28	0	0	1	0	0	1	0
7	16	111	0	"Global Studies"	55	28	0	0	1	0	0	1	0
7	16	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	0	0
7	16	109	0	"Biopsych"	56	28	0	0	1	0	0	1	0
7	16	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	17	109	0	"Biopsych"	55	28	0	0	1	0	0	1	0
7	17	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	17	110	1	"Global Studies"	56	28	0	0	1	0	0	1	0
7	17	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	0	0
7	18	109	0	"Biopsych"	55	28	0	0	1	0	0	0	0
7	18	111	0	"Global Studies"	55	28	0	0	1	0	0	1	0
7	18	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	18	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	1	0
7	19	110	1	"Global Studies"	55	28	0	0	1	0	0	1	0
7	19	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	0	0
7	19	109	0	"Biopsych"	56	28	0	0	1	0	0	0	0
7	19	111	0	"Global Studies"	56	28	0	0	1	0	0	1	0
7	20	109	0	"Biopsych"	55	28	0	0	1	0	0	1	0
7	20	110	1	"Global Studies"	55	28	0	0	1	0	0	0	0
7	20	111	0	"Global Studies"	56	28	0	0	1	0	0	1	0
7	20	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	0	0
7	21	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	21	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	1	0
7	21	109	0	"Biopsych"	56	28	0	0	1	0	0	1	0
7	21	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	22	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	22	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	1	0
7	22	109	0	"Biopsych"	56	28	0	0	1	0	0	1	0
7	22	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	23	109	0	"Biopsych"	55	28	0	0	1	0	0	1	0
7	23	110	1	"Global Studies"	55	28	0	0	1	0	0	0	0
7	23	111	0	"Global Studies"	56	28	0	0	1	0	0	0	0
7	23	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	1	0
7	24	110	1	"Global Studies"	55	28	0	0	1	0	0	1	0
7	24	112	0	"Pre-law & Society"	55	28	0	0	1	0	0	0	0
7	24	109	0	"Biopsych"	56	28	0	0	1	0	0	0	0
7	24	111	0	"Global Studies"	56	28	0	0	1	0	0	1	0
7	25	109	0	"Biopsych"	55	28	0	0	1	0	0	1	0
7	25	111	0	"Global Studies"	55	28	0	0	1	0	0	0	0
7	25	110	1	"Global Studies"	56	28	0	0	1	0	0	0	0
7	25	112	0	"Pre-law & Society"	56	28	0	0	1	0	0	1	0
2	1	19	0	"Media Arts & Tech"	9	5	8	14	2	0	1	1	1
2	1	20	1	"Evo bio"	9	5	14	8	2	0	0	0	1
2	1	17	0	"Math"	10	5	8	15	2	0	1	0	1
2	1	18	1	"Undecided"	10	5	15	8	2	0	0	1	1
2	2	18	1	"Undecided"	9	5	12	8	2	0	1	0	1
2	2	19	0	"Media Arts & Tech"	9	5	8	12	2	0	0	1	1
2	2	17	0	"Math"	10	5	9	12	2	0	1	1	1
2	2	20	1	"Evo bio"	10	5	12	9	2	0	1	0	1
2	3	19	0	"Media Arts & Tech"	9	5	8	10	2	0	1	0	1
2	3	20	1	"Evo bio"	9	5	10	8	2	0	1	1	1
2	3	17	0	"Math"	10	5	9	10	2	0	1	0	1
2	3	18	1	"Undecided"	10	5	10	9	2	0	0	1	1
2	4	17	0	"Math"	9	5	9	12	2	0	1	1	1
2	4	20	1	"Evo bio"	9	5	12	9	2	0	1	0	1
2	4	18	1	"Undecided"	10	5	10	8	2	0	0	1	1
2	4	19	0	"Media Arts & Tech"	10	5	8	10	2	0	1	0	1
2	5	17	0	"Math"	9	5	9	14	2	0	1	1	1
2	5	18	1	"Undecided"	9	5	14	9	2	0	1	0	1
2	5	19	0	"Media Arts & Tech"	10	5	9	12	2	0	1	1	1
2	5	20	1	"Evo bio"	10	5	12	9	2	0	1	0	1
2	6	19	0	"Media Arts & Tech"	9	5	9	12	2	0	1	1	1
2	6	20	1	"Evo bio"	9	5	12	9	2	0	1	0	1
2	6	17	0	"Math"	10	5	0	8	2	0	1	0	1
2	6	18	1	"Undecided"	10	5	8	0	2	0	0	1	1
2	7	19	0	"Media Arts & Tech"	9	5	9	8	2	0	1	0	1
2	7	20	1	"Evo bio"	9	5	8	9	2	0	1	1	1
2	7	17	0	"Math"	10	5	7	12	2	0	1	0	1
2	7	18	1	"Undecided"	10	5	12	7	2	0	0	1	1
2	8	18	1	"Undecided"	9	5	9	11	2	0	1	1	1
2	8	20	1	"Evo bio"	9	5	11	9	2	0	1	0	1
2	8	17	0	"Math"	10	5	9	9	2	0	1	0	1
2	8	19	0	"Media Arts & Tech"	10	5	9	9	2	0	1	1	1
2	9	19	0	"Media Arts & Tech"	9	5	9	8	2	0	0	0	1
2	9	20	1	"Evo bio"	9	5	8	9	2	0	1	1	1
2	9	17	0	"Math"	10	5	9	13	2	0	1	1	1
2	9	18	1	"Undecided"	10	5	13	9	2	0	0	0	1
2	10	17	0	"Math"	9	5	10	9	2	0	0	0	1
2	10	19	0	"Media Arts & Tech"	9	5	9	10	2	0	1	1	1
2	10	18	1	"Undecided"	10	5	7	11	2	0	1	1	1
2	10	20	1	"Evo bio"	10	5	11	7	2	0	0	0	1
2	11	19	0	"Media Arts & Tech"	9	5	9	11	2	0	1	1	1
2	11	20	1	"Evo bio"	9	5	11	9	2	0	1	0	1
2	11	17	0	"Math"	10	5	9	12	2	0	1	1	1
2	11	18	1	"Undecided"	10	5	12	9	2	0	0	0	1
2	12	17	0	"Math"	9	5	10	8	2	0	1	0	1
2	12	18	1	"Undecided"	9	5	8	10	2	0	1	1	1
2	12	19	0	"Media Arts & Tech"	10	5	9	11	2	0	1	1	1
2	12	20	1	"Evo bio"	10	5	11	9	2	0	1	0	1
2	13	17	0	"Math"	9	5	10	8	2	0	1	0	1
2	13	20	1	"Evo bio"	9	5	8	10	2	0	1	1	1
2	13	18	1	"Undecided"	10	5	8	9	2	0	0	1	1
2	13	19	0	"Media Arts & Tech"	10	5	9	8	2	0	1	0	1
2	14	18	1	"Undecided"	9	5	11	9	2	0	1	0	1
2	14	19	0	"Media Arts & Tech"	9	5	9	11	2	0	1	1	1
2	14	17	0	"Math"	10	5	8	11	2	0	1	1	1
2	14	20	1	"Evo bio"	10	5	11	8	2	0	1	0	1
2	15	17	0	"Math"	9	5	8	11	2	0	1	1	1
2	15	20	1	"Evo bio"	9	5	11	8	2	0	1	0	1
2	15	18	1	"Undecided"	10	5	12	9	2	0	1	0	1
2	15	19	0	"Media Arts & Tech"	10	5	9	12	2	0	1	1	1
2	16	18	1	"Undecided"	9	5	10	9	2	0	1	1	1
2	16	19	0	"Media Arts & Tech"	9	5	9	10	2	0	1	0	1
2	16	17	0	"Math"	10	5	9	8	2	0	0	0	1
2	16	20	1	"Evo bio"	10	5	8	9	2	0	1	1	1
2	17	17	0	"Math"	9	5	8	8	2	0	1	0	1
2	17	20	1	"Evo bio"	9	5	8	8	2	0	0	1	1
2	17	18	1	"Undecided"	10	5	10	9	2	0	0	0	1
2	17	19	0	"Media Arts & Tech"	10	5	9	10	2	0	1	1	1
2	18	18	1	"Undecided"	9	5	10	8	2	0	1	0	1
2	18	20	1	"Evo bio"	9	5	8	10	2	0	1	1	1
2	18	17	0	"Math"	10	5	8	9	2	0	1	1	1
2	18	19	0	"Media Arts & Tech"	10	5	9	8	2	0	1	0	1
2	19	18	1	"Undecided"	9	5	10	8	2	0	1	0	1
2	19	20	1	"Evo bio"	9	5	8	10	2	0	1	1	1
2	19	17	0	"Math"	10	5	8	9	2	0	1	0	1
2	19	19	0	"Media Arts & Tech"	10	5	9	8	2	0	1	1	1
2	20	17	0	"Math"	9	5	8	8	2	0	1	0	1
2	20	20	1	"Evo bio"	9	5	8	8	2	0	0	1	1
2	20	18	1	"Undecided"	10	5	9	9	2	0	0	1	1
2	20	19	0	"Media Arts & Tech"	10	5	9	9	2	0	1	0	1
2	21	19	0	"Media Arts & Tech"	9	5	9	8	2	0	1	0	1
2	21	20	1	"Evo bio"	9	5	8	9	2	0	1	1	1
2	21	17	0	"Math"	10	5	9	9	2	0	1	0	1
2	21	18	1	"Undecided"	10	5	9	9	2	0	0	1	1
2	22	19	0	"Media Arts & Tech"	9	5	9	8	2	0	0	0	1
2	22	20	1	"Evo bio"	9	5	8	9	2	0	1	1	1
2	22	17	0	"Math"	10	5	9	11	2	0	1	1	1
2	22	18	1	"Undecided"	10	5	11	9	2	0	1	0	1
2	23	17	0	"Math"	9	5	8	9	2	0	1	1	1
2	23	19	0	"Media Arts & Tech"	9	5	9	8	2	0	0	0	1
2	23	18	1	"Undecided"	10	5	9	11	2	0	1	1	1
2	23	20	1	"Evo bio"	10	5	11	9	2	0	1	0	1
2	24	17	0	"Math"	9	5	8	9	2	0	1	1	1
2	24	19	0	"Media Arts & Tech"	9	5	9	8	2	0	0	0	1
2	24	18	1	"Undecided"	10	5	10	8	2	0	1	0	1
2	24	20	1	"Evo bio"	10	5	8	10	2	0	1	1	1
2	25	17	0	"Math"	9	5	9	11	2	0	1	1	1
2	25	20	1	"Evo bio"	9	5	11	9	2	0	1	0	1
2	25	18	1	"Undecided"	10	5	10	9	2	0	1	0	1
2	25	19	0	"Media Arts & Tech"	10	5	9	10	2	0	1	1	1
2	1	21	0	"Biopsych"	11	6	10	20	2	0	1	1	1
2	1	24	0	"Physics/Math"	11	6	20	10	2	0	1	0	1
2	1	22	1	"Physics"	12	6	12	8	2	0	0	1	1
2	1	23	0	"Art Studio"	12	6	8	12	2	0	1	0	1
2	2	23	0	"Art Studio"	11	6	10	0	2	0	0	0	1
2	2	24	0	"Physics/Math"	11	6	0	10	2	0	0	1	1
2	2	21	0	"Biopsych"	12	6	10	16	2	0	0	1	1
2	2	22	1	"Physics"	12	6	16	10	2	0	0	0	1
2	3	23	0	"Art Studio"	11	6	9	10	2	0	1	0	1
2	3	24	0	"Physics/Math"	11	6	10	9	2	0	0	1	1
2	3	21	0	"Biopsych"	12	6	15	12	2	0	1	0	1
2	3	22	1	"Physics"	12	6	12	15	2	0	0	1	1
2	4	21	0	"Biopsych"	11	6	15	12	2	0	1	0	1
2	4	22	1	"Physics"	11	6	12	15	2	0	0	1	1
2	4	23	0	"Art Studio"	12	6	9	20	2	0	1	0	1
2	4	24	0	"Physics/Math"	12	6	20	9	2	0	0	1	1
2	5	21	0	"Biopsych"	11	6	13	5	2	0	0	0	1
2	5	23	0	"Art Studio"	11	6	5	13	2	0	1	1	1
2	5	22	1	"Physics"	12	6	18	16	2	0	0	0	1
2	5	24	0	"Physics/Math"	12	6	16	18	2	0	1	1	1
2	6	21	0	"Biopsych"	11	6	12	20	2	0	1	1	1
2	6	24	0	"Physics/Math"	11	6	20	12	2	0	1	0	1
2	6	22	1	"Physics"	12	6	16	10	2	0	0	1	1
2	6	23	0	"Art Studio"	12	6	10	16	2	0	1	0	1
2	7	21	0	"Biopsych"	11	6	12	12	2	0	1	0	1
2	7	22	1	"Physics"	11	6	12	12	2	0	1	1	1
2	7	23	0	"Art Studio"	12	6	0	21	2	0	1	1	1
2	7	24	0	"Physics/Math"	12	6	21	0	2	0	0	0	1
2	8	21	0	"Biopsych"	11	6	12	14	2	0	1	1	1
2	8	22	1	"Physics"	11	6	14	12	2	0	0	0	1
2	8	23	0	"Art Studio"	12	6	12	5	2	0	0	0	1
2	8	24	0	"Physics/Math"	12	6	5	12	2	0	0	1	1
2	9	21	0	"Biopsych"	11	6	12	10	2	0	0	0	1
2	9	22	1	"Physics"	11	6	10	12	2	0	0	1	1
2	9	23	0	"Art Studio"	12	6	11	10	2	0	1	0	1
2	9	24	0	"Physics/Math"	12	6	10	11	2	0	0	1	1
2	10	21	0	"Biopsych"	11	6	15	0	2	0	0	0	1
2	10	23	0	"Art Studio"	11	6	0	15	2	0	0	1	1
2	10	22	1	"Physics"	12	6	14	20	2	0	1	1	1
2	10	24	0	"Physics/Math"	12	6	20	14	2	0	1	0	1
2	11	21	0	"Biopsych"	11	6	15	12	2	0	0	1	1
2	11	23	0	"Art Studio"	11	6	12	15	2	0	1	0	1
2	11	22	1	"Physics"	12	6	17	13	2	0	1	0	1
2	11	24	0	"Physics/Math"	12	6	13	17	2	0	1	1	1
2	12	22	1	"Physics"	11	6	12	12	2	0	0	1	1
2	12	23	0	"Art Studio"	11	6	12	12	2	0	1	0	1
2	12	21	0	"Biopsych"	12	6	15	13	2	0	1	0	1
2	12	24	0	"Physics/Math"	12	6	13	15	2	0	1	1	1
2	13	23	0	"Art Studio"	11	6	15	13	2	0	0	0	1
2	13	24	0	"Physics/Math"	11	6	13	15	2	0	1	1	1
2	13	21	0	"Biopsych"	12	6	12	17	2	0	1	1	1
2	13	22	1	"Physics"	12	6	17	12	2	0	1	0	1
2	14	22	1	"Physics"	11	6	17	15	2	0	1	0	1
2	14	24	0	"Physics/Math"	11	6	15	17	2	0	1	1	1
2	14	21	0	"Biopsych"	12	6	12	15	2	0	1	1	1
2	14	23	0	"Art Studio"	12	6	15	12	2	0	1	0	1
2	15	21	0	"Biopsych"	11	6	12	20	2	0	1	1	1
2	15	24	0	"Physics/Math"	11	6	20	12	2	0	1	0	1
2	15	22	1	"Physics"	12	6	12	14	2	0	0	1	1
2	15	23	0	"Art Studio"	12	6	14	12	2	0	1	0	1
2	16	22	1	"Physics"	11	6	17	14	2	0	1	0	1
2	16	24	0	"Physics/Math"	11	6	14	17	2	0	1	1	1
2	16	21	0	"Biopsych"	12	6	15	12	2	0	1	0	1
2	16	23	0	"Art Studio"	12	6	12	15	2	0	1	1	1
2	17	21	0	"Biopsych"	11	6	12	17	2	0	1	1	1
2	17	22	1	"Physics"	11	6	17	12	2	0	1	0	1
2	17	23	0	"Art Studio"	12	6	15	14	2	0	1	0	1
2	17	24	0	"Physics/Math"	12	6	14	15	2	0	1	1	1
2	18	23	0	"Art Studio"	11	6	15	14	2	0	1	0	1
2	18	24	0	"Physics/Math"	11	6	14	15	2	0	1	1	1
2	18	21	0	"Biopsych"	12	6	15	17	2	0	1	1	1
2	18	22	1	"Physics"	12	6	17	15	2	0	1	0	1
2	19	23	0	"Art Studio"	11	6	15	13	2	0	1	0	1
2	19	24	0	"Physics/Math"	11	6	13	15	2	0	1	1	1
2	19	21	0	"Biopsych"	12	6	15	13	2	0	1	0	1
2	19	22	1	"Physics"	12	6	13	15	2	0	1	1	1
2	20	21	0	"Biopsych"	11	6	15	13	2	0	1	0	1
2	20	22	1	"Physics"	11	6	13	15	2	0	1	1	1
2	20	23	0	"Art Studio"	12	6	14	15	2	0	1	1	1
2	20	24	0	"Physics/Math"	12	6	15	14	2	0	1	0	1
2	21	22	1	"Physics"	11	6	13	15	2	0	1	1	1
2	21	23	0	"Art Studio"	11	6	15	13	2	0	1	0	1
2	21	21	0	"Biopsych"	12	6	12	16	2	0	1	1	1
2	21	24	0	"Physics/Math"	12	6	16	12	2	0	1	0	1
2	22	21	0	"Biopsych"	11	6	15	12	2	0	1	0	1
2	22	23	0	"Art Studio"	11	6	12	15	2	0	1	1	1
2	22	22	1	"Physics"	12	6	16	13	2	0	1	0	1
2	22	24	0	"Physics/Math"	12	6	13	16	2	0	1	1	1
2	23	21	0	"Biopsych"	11	6	15	11	2	0	1	0	1
2	23	23	0	"Art Studio"	11	6	11	15	2	0	1	1	1
2	23	22	1	"Physics"	12	6	16	11	2	0	0	0	1
2	23	24	0	"Physics/Math"	12	6	11	16	2	0	1	1	1
2	24	21	0	"Biopsych"	11	6	15	13	2	0	1	0	1
2	24	22	1	"Physics"	11	6	13	15	2	0	1	1	1
2	24	23	0	"Art Studio"	12	6	15	13	2	0	1	0	1
2	24	24	0	"Physics/Math"	12	6	13	15	2	0	1	1	1
2	25	21	0	"Biopsych"	11	6	12	15	2	0	1	1	1
2	25	23	0	"Art Studio"	11	6	15	12	2	0	1	0	1
2	25	22	1	"Physics"	12	6	16	12	2	0	1	0	1
2	25	24	0	"Physics/Math"	12	6	12	16	2	0	1	1	1
2	1	26	0	"CS"	13	7	10	10	2	0	1	1	1
2	1	27	1	"Media Arts & Tech"	13	7	10	10	2	0	1	0	1
2	1	25	1	"Undecided"	14	7	15	9	2	0	1	0	1
2	1	28	1	"CS"	14	7	9	15	2	0	1	1	1
2	2	26	0	"CS"	13	7	9	8	2	0	0	1	1
2	2	27	1	"Media Arts & Tech"	13	7	8	9	2	0	1	0	1
2	2	25	1	"Undecided"	14	7	10	9	2	0	1	0	1
2	2	28	1	"CS"	14	7	9	10	2	0	1	1	1
2	3	26	0	"CS"	13	7	10	9	2	0	1	0	1
2	3	28	1	"CS"	13	7	9	10	2	0	1	1	1
2	3	25	1	"Undecided"	14	7	9	10	2	0	1	0	1
2	3	27	1	"Media Arts & Tech"	14	7	10	9	2	0	1	1	1
2	4	25	1	"Undecided"	13	7	9	9	2	0	1	0	1
2	4	27	1	"Media Arts & Tech"	13	7	9	9	2	0	1	1	1
2	4	26	0	"CS"	14	7	9	9	2	0	1	0	1
2	4	28	1	"CS"	14	7	9	9	2	0	1	1	1
2	5	26	0	"CS"	13	7	8	8	2	0	0	1	1
2	5	27	1	"Media Arts & Tech"	13	7	8	8	2	0	1	0	1
2	5	25	1	"Undecided"	14	7	10	9	2	0	1	0	1
2	5	28	1	"CS"	14	7	9	10	2	0	1	1	1
2	6	26	0	"CS"	13	7	9	8	2	0	0	0	1
2	6	27	1	"Media Arts & Tech"	13	7	8	9	2	0	1	1	1
2	6	25	1	"Undecided"	14	7	5	9	2	0	0	1	1
2	6	28	1	"CS"	14	7	9	5	2	0	0	0	1
2	7	26	0	"CS"	13	7	8	10	2	0	1	1	1
2	7	27	1	"Media Arts & Tech"	13	7	10	8	2	0	1	0	1
2	7	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	7	28	1	"CS"	14	7	9	9	2	0	1	0	1
2	8	26	0	"CS"	13	7	8	8	2	0	0	0	1
2	8	27	1	"Media Arts & Tech"	13	7	8	8	2	0	0	1	1
2	8	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	8	28	1	"CS"	14	7	9	9	2	0	1	0	1
2	9	26	0	"CS"	13	7	9	10	2	0	1	1	1
2	9	27	1	"Media Arts & Tech"	13	7	10	9	2	0	1	0	1
2	9	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	9	28	1	"CS"	14	7	9	9	2	0	1	0	1
2	10	26	0	"CS"	13	7	8	9	2	0	1	0	1
2	10	27	1	"Media Arts & Tech"	13	7	9	8	2	0	0	1	1
2	10	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	10	28	1	"CS"	14	7	9	9	2	0	1	0	1
2	11	26	0	"CS"	13	7	9	8	2	0	0	0	1
2	11	27	1	"Media Arts & Tech"	13	7	8	9	2	0	0	1	1
2	11	25	1	"Undecided"	14	7	9	9	2	0	1	0	1
2	11	28	1	"CS"	14	7	9	9	2	0	1	1	1
2	12	25	1	"Undecided"	13	7	9	9	2	0	0	1	1
2	12	26	0	"CS"	13	7	9	9	2	0	1	0	1
2	12	27	1	"Media Arts & Tech"	14	7	9	9	2	0	1	1	1
2	12	28	1	"CS"	14	7	9	9	2	0	1	0	1
2	13	27	1	"Media Arts & Tech"	13	7	10	9	2	0	0	1	1
2	13	28	1	"CS"	13	7	9	10	2	0	1	0	1
2	13	25	1	"Undecided"	14	7	9	9	2	0	1	0	1
2	13	26	0	"CS"	14	7	9	9	2	0	1	1	1
2	14	27	1	"Media Arts & Tech"	13	7	10	9	2	0	1	0	1
2	14	28	1	"CS"	13	7	9	10	2	0	1	1	1
2	14	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	14	26	0	"CS"	14	7	9	9	2	0	1	0	1
2	15	27	1	"Media Arts & Tech"	13	7	10	9	2	0	1	1	1
2	15	28	1	"CS"	13	7	9	10	2	0	1	0	1
2	15	25	1	"Undecided"	14	7	9	8	2	0	0	1	1
2	15	26	0	"CS"	14	7	8	9	2	0	1	0	1
2	16	27	1	"Media Arts & Tech"	13	7	11	9	2	0	1	0	1
2	16	28	1	"CS"	13	7	9	11	2	0	1	1	1
2	16	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	16	26	0	"CS"	14	7	9	9	2	0	1	0	1
2	17	26	0	"CS"	13	7	9	9	2	0	1	1	1
2	17	28	1	"CS"	13	7	9	9	2	0	1	0	1
2	17	25	1	"Undecided"	14	7	9	9	2	0	1	0	1
2	17	27	1	"Media Arts & Tech"	14	7	9	9	2	0	1	1	1
2	18	27	1	"Media Arts & Tech"	13	7	10	9	2	0	1	0	1
2	18	28	1	"CS"	13	7	9	10	2	0	1	1	1
2	18	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	18	26	0	"CS"	14	7	9	9	2	0	1	0	1
2	19	25	1	"Undecided"	13	7	9	9	2	0	1	1	1
2	19	26	0	"CS"	13	7	9	9	2	0	1	0	1
2	19	27	1	"Media Arts & Tech"	14	7	10	9	2	0	1	0	1
2	19	28	1	"CS"	14	7	9	10	2	0	1	1	1
2	20	26	0	"CS"	13	7	9	9	2	0	1	1	1
2	20	28	1	"CS"	13	7	9	9	2	0	1	0	1
2	20	25	1	"Undecided"	14	7	9	10	2	0	1	1	1
2	20	27	1	"Media Arts & Tech"	14	7	10	9	2	0	1	0	1
2	21	25	1	"Undecided"	13	7	9	9	2	0	1	1	1
2	21	26	0	"CS"	13	7	9	9	2	0	1	0	1
2	21	27	1	"Media Arts & Tech"	14	7	8	9	2	0	0	1	1
2	21	28	1	"CS"	14	7	9	8	2	0	0	0	1
2	22	25	1	"Undecided"	13	7	9	9	2	0	1	1	1
2	22	28	1	"CS"	13	7	9	9	2	0	1	0	1
2	22	26	0	"CS"	14	7	9	9	2	0	1	0	1
2	22	27	1	"Media Arts & Tech"	14	7	9	9	2	0	0	1	1
2	23	26	0	"CS"	13	7	9	11	2	0	1	1	1
2	23	27	1	"Media Arts & Tech"	13	7	11	9	2	0	1	0	1
2	23	25	1	"Undecided"	14	7	9	9	2	0	1	1	1
2	23	28	1	"CS"	14	7	9	9	2	0	1	0	1
2	24	25	1	"Undecided"	13	7	9	9	2	0	1	0	1
2	24	27	1	"Media Arts & Tech"	13	7	9	9	2	0	1	1	1
2	24	26	0	"CS"	14	7	9	9	2	0	1	0	1
2	24	28	1	"CS"	14	7	9	9	2	0	1	1	1
2	25	26	0	"CS"	13	7	9	9	2	0	1	1	1
2	25	28	1	"CS"	13	7	9	9	2	0	1	0	1
2	25	25	1	"Undecided"	14	7	9	11	2	0	1	1	1
2	25	27	1	"Media Arts & Tech"	14	7	11	9	2	0	1	0	1
2	1	29	1	"Psych"	15	8	6	5	2	0	0	0	1
2	1	30	1	"Law & Society"	15	8	5	6	2	0	0	1	1
2	1	31	1	"Electrical Eng."	16	8	20	10	2	0	1	0	1
2	1	32	0	"Physics"	16	8	10	20	2	0	1	1	1
2	2	29	1	"Psych"	15	8	8	25	2	0	1	1	1
2	2	30	1	"Law & Society"	15	8	25	8	2	0	0	0	1
2	2	31	1	"Electrical Eng."	16	8	21	10	2	0	1	0	1
2	2	32	0	"Physics"	16	8	10	21	2	0	1	1	1
2	3	29	1	"Psych"	15	8	10	15	2	0	1	0	1
2	3	31	1	"Electrical Eng."	15	8	15	10	2	0	0	1	1
2	3	30	1	"Law & Society"	16	8	5	25	2	0	1	1	1
2	3	32	0	"Physics"	16	8	25	5	2	0	0	0	1
2	4	30	1	"Law & Society"	15	8	5	20	2	0	1	1	1
2	4	32	0	"Physics"	15	8	20	5	2	0	0	0	1
2	4	29	1	"Psych"	16	8	7	15	2	0	1	1	1
2	4	31	1	"Electrical Eng."	16	8	15	7	2	0	0	0	1
2	5	29	1	"Psych"	15	8	16	5	2	0	0	0	1
2	5	30	1	"Law & Society"	15	8	5	16	2	0	0	1	1
2	5	31	1	"Electrical Eng."	16	8	10	10	2	0	0	1	1
2	5	32	0	"Physics"	16	8	10	10	2	0	0	0	1
2	6	30	1	"Law & Society"	15	8	20	15	2	0	0	0	1
2	6	31	1	"Electrical Eng."	15	8	15	20	2	0	1	1	1
2	6	29	1	"Psych"	16	8	9	17	2	0	0	1	1
2	6	32	0	"Physics"	16	8	17	9	2	0	0	0	1
2	7	29	1	"Psych"	15	8	17	17	2	0	1	0	1
2	7	32	0	"Physics"	15	8	17	17	2	0	1	1	1
