* Dictionary *
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
alpha:		alpha
round:		round #
stage:		stage #
group:		identifies subjects that were grouped together
subject:		subject #, changes across rounds
proposal1:		share of ressources offered as particularistic good to subjects #1
proposal2:		share of ressources offered as particularistic good to subjects #2
proposal3:		share of ressources offered as particularistic good to subjects #3
proposal4:		share of ressources offered as particularistic good to subjects #4
proposal5:		share of ressources offered as particularistic good to subjects #5
proposalpublic:	share of ressources offered as public good
chosen:		proposal selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w
id:			id #, constant through session

**************

date	alpha	round	stage	group	subject	proposal1	proposal2	proposal3	proposal4	proposal5	proposalpublic	chosen	vote	id
41306	.75	6	1	2	3	.44	.28	.28	0	0	0	0	1	29
41306	.75	6	1	2	4	0	.3	.3	.3	0	.1	1	1	21
41306	.75	6	1	2	5	.2	.2	.2	.2	.2	0	0	0	31
41306	.75	6	1	3	1	.4	.3	.3	0	0	0	0	0	25
41306	.75	6	1	3	2	.28	.44	.28	0	0	0	0	1	22
41306	.75	6	1	3	3	.26	.26	.44	.02	.02	0	0	1	33
41306	.75	6	1	3	4	.14	.2	.2	.26	0	.2	1	1	28
41306	.75	6	1	3	5	0	0	0	0	0	1	0	0	24
41306	.75	7	1	1	1	.52	0	.28	.2	0	0	0	1	34
41306	.75	7	1	1	2	.28	.44	.28	0	0	0	0	1	22
41306	.75	7	1	1	3	.3	.3	.4	0	0	0	1	1	25
41306	.75	7	1	1	4	.3	.3	0	.4	0	0	0	0	26
41306	.75	7	1	1	5	0	0	.2716	.2716	.4568	0	0	0	32
41306	.75	7	1	2	1	.36	0	0	.3	.3	.04	0	1	31
41306	.75	7	1	2	2	.24	.5	.24	0	0	.02	0	0	33
41306	.75	7	1	2	3	.32	0	.32	0	.32	.04	1	1	21
41306	.75	7	1	2	4	.1	.14	.18	.26	.22	.1	0	0	23
41306	.75	7	1	2	5	0	.32	.3	0	.38	0	0	1	30
41306	.75	7	1	3	1	.42	.28	.28	0	0	.02	0	1	29
41306	.75	7	1	3	2	.26	.48	.26	0	0	0	0	0	27
41306	.75	7	1	3	3	.24	0	.34	.24	0	.18	1	1	35
41306	.75	7	1	3	4	.24	.22	.02	.28	.04	.2	0	1	28
41306	.75	7	1	3	5	0	0	0	0	0	1	0	0	24
41306	.75	8	1	1	1	.44	.28	.28	0	0	0	0	1	22
41306	.75	8	1	1	2	.3	.4	.3	0	0	0	0	1	25
41306	.75	8	1	1	3	.3	.3	.32	.02	.02	.04	0	0	28
41306	.75	8	1	1	4	.24	.26	0	.5	0	0	1	1	33
41306	.75	8	1	1	5	.24	.24	0	0	.4	.12	0	0	35
41306	.75	8	1	2	1	0	0	0	0	0	1	0	1	24
41306	.75	8	1	2	2	.3	.4	0	.3	0	0	0	0	31
41306	.75	8	1	2	3	.2	0	.5	0	.2	.1	1	1	34
41306	.75	8	1	2	4	.06	.06	.22	.3	.26	.1	0	0	23
41306	.75	8	1	2	5	.32	0	.32	0	.36	0	0	1	30
41306	.75	8	1	3	1	.3	.3	.02	.3	.02	.06	0	1	21
41306	.75	8	1	3	2	.2716	.4568	.2716	0	0	0	0	0	32
41306	.75	8	1	3	3	.2	.22	.42	0	0	.16	0	1	29
41306	.75	8	1	3	4	.32	0	.3	.38	0	0	1	1	27
41306	.75	8	1	3	5	0	.24	0	.3	.46	0	0	0	26
41306	.75	9	1	1	1	0	0	0	0	0	1	0	0	24
41306	.75	9	1	1	2	0	.38	0	.3	.32	0	0	0	21
41306	.75	9	1	1	3	.24	0	.52	0	.24	0	1	1	35
41306	.75	9	1	1	4	.2	.2	0	.4	0	.2	0	0	34
41306	.75	9	1	1	5	.02	.32	.02	.3	.32	.02	0	1	28
41306	.75	9	1	2	1	.4568	.2716	.2716	0	0	0	1	1	32
41306	.75	9	1	2	2	.24	.52	0	.24	0	0	0	1	26
41306	.75	9	1	2	3	0	.3	.42	0	.28	0	0	1	30
41306	.75	9	1	2	4	0	0	.24	.5	.24	.02	0	0	31
41306	.75	9	1	2	5	0	.28	.28	0	.44	0	0	0	27
41306	.75	9	1	3	1	.34	.34	.32	0	0	0	0	0	23
41306	.75	9	1	3	2	.1	.3	.1	.1	.1	.3	0	0	33
41306	.75	9	1	3	3	.28	.28	.44	0	0	0	0	1	25
41306	.75	9	1	3	4	.26	.28	0	.36	0	.1	0	1	29
41306	.75	9	1	3	5	0	0	.28	.28	.44	0	1	1	22
41306	.75	9	2	1	1	0	0	0	0	0	1	0	0	24
41306	.75	9	2	1	2	0	.35	.325	.325	0	0	1	1	21
41306	.75	9	2	1	3	.3125	0	.3625	.325	0	0	0	1	35
41306	.75	9	2	1	4	.25	.125	0	.375	0	.25	0	1	34
41306	.75	9	2	1	5	0	0	.225	.325	.325	.125	0	0	28
41306	.75	10	1	1	1	.44	0	.28	.28	0	0	1	1	31
41306	.75	10	1	1	2	0	0	0	0	0	1	0	0	24
41306	.75	10	1	1	3	.2666	.2668	.4666	0	0	0	0	1	32
41306	.75	10	1	1	4	.24	.24	.05	.3	.05	.12	0	1	21
41306	.75	10	1	1	5	0	0	.32	.32	.36	0	0	0	23
41306	.75	10	1	2	1	.46	.27	0	.27	0	0	0	1	27
41306	.75	10	1	2	2	.24	.52	0	.24	0	0	1	1	26
41306	.75	10	1	2	3	.44	.22	.22	0	0	.12	0	0	33
41306	.75	10	1	2	4	0	.26	.28	.46	0	0	0	1	22
41306	.75	10	1	2	5	0	0	.28	.28	.44	0	0	0	29
41306	.75	10	1	3	1	.44	.28	.28	0	0	0	0	0	25
41306	.75	10	1	3	2	.3	.38	.3	0	0	.02	0	1	28
41306	.75	10	1	3	3	.1	.2	.3	.2	.2	0	0	1	34
41306	.75	10	1	3	4	0	.31	0	.38	.31	0	0	0	35
41306	.75	10	1	3	5	0	.3	.28	0	.42	0	1	1	30
41306	.75	11	1	1	1	.52	.24	.24	0	0	0	0	0	29
41306	.75	11	1	1	2	0	.4	0	.28	.32	0	0	1	34
41306	.75	11	1	1	3	0	.3	.4	.3	0	0	1	1	23
41306	.75	11	1	1	4	.02	.24	.24	.38	.02	.1	0	1	21
41306	.75	11	1	1	5	0	0	.24	.26	.5	0	0	0	22
41306	.75	11	1	2	1	.4	.3	.3	0	0	0	0	1	28
41306	.75	11	1	2	2	.28	.44	.28	0	0	0	0	1	25
41306	.75	11	1	2	3	.2666	.2666	.4668	0	0	0	1	1	32
41306	.75	11	1	2	4	0	0	.3	.3	.3	.1	0	0	31
41306	.75	11	1	2	5	.22	.22	.08	0	.48	0	0	0	33
41306	.75	11	1	3	1	.44	.28	.28	0	0	0	0	1	30
41306	.75	11	1	3	2	.3	.4	0	.3	0	0	0	0	35
41306	.75	11	1	3	3	0	.24	.52	.24	0	0	0	1	26
41306	.75	11	1	3	4	.22	0	.22	.56	0	0	1	1	27
41306	.75	11	1	3	5	0	0	0	0	0	1	0	0	24
41306	.75	12	1	1	1	.44	0	.32	0	.24	0	0	1	34
41306	.75	12	1	1	2	0	.42	.29	.29	0	0	0	0	35
41306	.75	12	1	1	3	.2666	.2666	.4668	0	0	0	0	0	32
41306	.75	12	1	1	4	0	0	.24	.5	.24	.02	0	0	31
41306	.75	12	1	1	5	.22	0	.22	0	.56	0	1	1	26
41306	.75	12	1	2	1	.5	.24	0	.26	0	0	0	0	30
41306	.75	12	1	2	2	.28	.44	0	0	.28	0	0	0	25
41306	.75	12	1	2	3	.2	0	.6	0	.2	0	1	1	27
41306	.75	12	1	2	4	0	.24	.26	.5	0	0	0	0	22
41306	.75	12	1	2	5	.24	.02	.24	.02	.38	.1	0	1	21
41306	.75	12	1	3	1	.34	.28	.28	0	0	.1	0	1	28
41306	.75	12	1	3	2	.24	.52	.24	0	0	0	0	0	29
41306	.75	12	1	3	3	0	0	0	0	0	1	0	1	24
41306	.75	12	1	3	4	.04	.2	.2	.4	.16	0	0	0	33
41306	.75	12	1	3	5	.3	0	.3	0	.4	0	1	1	23
41306	.75	12	2	1	1	.375	.35	.275	0	0	0	0	0	34
41306	.75	12	2	1	2	0	.4	0	.3	.3	0	0	0	35
41306	.75	12	2	1	3	.277	.277	.446	0	0	0	0	0	32
41306	.75	12	2	1	4	0	.25	.25	.45	0	.05	0	0	31
41306	.75	12	2	1	5	0	0	0	0	1	0	1	1	26
41306	.75	12	2	2	1	.4	0	.3	0	.3	0	0	0	30
41306	.75	12	2	2	2	.325	.35	0	.325	0	0	0	1	25
41306	.75	12	2	2	3	0	.25	.5	.25	0	0	0	1	27
41306	.75	12	2	2	4	0	.25	.3	.35	0	.1	1	1	22
41306	.75	12	2	2	5	.3	0	.3	0	.3	.1	0	0	21
41306	.75	12	3	1	1	.375	.3125	.3125	0	0	0	0	1	34
41306	.75	12	3	1	2	.375	.3125	0	0	.3125	0	0	1	35
41306	.75	12	3	1	3	.3125	.34375	.34375	0	0	0	1	1	32
41306	.75	12	3	1	4	0	0	.21875	.625	.15625	0	0	0	31
41306	.75	12	3	1	5	0	0	0	0	1	0	0	0	26
42808	.65	1	1	1	1	.36	0	.32	.32	0	0	1	1	46
42808	.65	1	1	1	2	.3	.4	.3	0	0	0	0	0	36
42808	.65	1	1	1	3	.1	.1	.1	.1	.1	.5	0	1	49
42808	.65	1	1	1	4	.12	.12	.12	.32	.12	.2	0	1	44
42808	.65	1	1	1	5	0	0	.3	.3	.3	.1	0	0	47
42808	.65	1	1	2	1	.4	.1	.1	.1	.1	.2	1	1	53
42808	.65	1	1	2	2	.2	.2	.2	.2	0	.2	0	1	45
42808	.65	1	1	2	3	.12	.12	.12	.12	.12	.4	0	0	39
42808	.65	1	1	2	4	0	0	.3	.3	.4	0	0	0	41
42808	.65	1	1	2	5	.3	0	.3	0	.4	0	0	0	51
42808	.65	1	1	3	1	0	0	0	0	0	1	1	1	37
42808	.65	1	1	3	2	.12	.22	.16	0	0	.5	0	1	42
42808	.65	1	1	3	3	.3	.3	.4	0	0	0	0	1	52
42808	.65	1	1	3	4	.1	.2	.1	.2	.2	.2	0	1	48
42808	.65	1	1	3	5	.2	.2	.2	.2	.2	0	0	1	43
42808	.65	1	1	4	1	.02	.02	.02	0	0	.94	0	0	54
42808	.65	1	1	4	2	0	.24	0	0	0	.76	1	1	38
42808	.65	1	1	4	3	.3	.32	.32	0	0	.06	0	0	40
42808	.65	1	1	4	4	.24	.26	0	.5	0	0	0	1	50
42808	.65	1	1	4	5	.1	.1	.4	.1	.1	.2	0	1	55
42808	.65	1	2	2	1	.25	.125	.125	.125	.125	.25	0	1	53
42808	.65	1	2	2	2	.25	.25	.25	0	0	.25	0	1	45
42808	.65	1	2	2	3	.2	.2	.3	.125	.175	0	0	0	39
42808	.65	1	2	2	4	.125	.125	.125	.25	.125	.25	1	1	41
42808	.65	1	2	2	5	.3	0	.325	0	.375	0	0	0	51
42808	.65	2	1	1	1	.32	.32	.32	0	.04	0	1	1	47
42808	.65	2	1	1	2	0	0	0	0	0	1	0	1	37
42808	.65	2	1	1	3	0	.28	.36	.16	0	.2	0	1	42
42808	.65	2	1	1	4	0	0	0	.3	0	.7	0	0	50
42808	.65	2	1	1	5	.02	.02	.02	.6	.02	.32	0	0	54
42808	.65	2	1	2	1	.4	.1	.1	.1	.1	.2	0	1	53
42808	.65	2	1	2	2	.16	.32	.18	.16	.18	0	0	0	44
42808	.65	2	1	2	3	.4	.1	.4	0	.1	0	1	1	48
42808	.65	2	1	2	4	.04	.04	.04	.04	.04	.8	0	0	43
42808	.65	2	1	2	5	.1	.1	.1	.1	.26	.34	0	0	41
42808	.65	2	1	3	1	.2	.1	.1	.3	.2	.1	0	1	45
42808	.65	2	1	3	2	0	0	0	0	0	1	1	1	52
42808	.65	2	1	3	3	.3	.3	.4	0	0	0	0	1	51
42808	.65	2	1	3	4	.12	.12	.12	.32	.32	0	0	1	39
42808	.65	2	1	3	5	0	0	0	0	.24	.76	0	1	38
42808	.65	2	1	4	1	.2	.12	.16	.16	.16	.2	0	0	49
42808	.65	2	1	4	2	.1	.3	.1	.1	.1	.3	0	0	55
42808	.65	2	1	4	3	0	0	.1	0	0	.9	0	1	36
42808	.65	2	1	4	4	0	0	.1	.2	.1	.6	0	1	40
42808	.65	2	1	4	5	0	0	.3	.3	.4	0	1	1	46
42808	.65	2	2	2	1	.25	.125	.25	.125	.25	0	0	1	53
42808	.65	2	2	2	2	.175	.25	.2	.175	.2	0	0	0	44
42808	.65	2	2	2	3	.325	0	.35	0	.325	0	1	1	48
42808	.65	2	2	2	4	0	0	0	0	0	1	0	0	43
42808	.65	2	2	2	5	.075	.075	.075	.075	.1	.6	0	1	41
42808	.65	3	1	1	1	.3	.06	.3	.3	.04	0	0	0	48
42808	.65	3	1	1	2	0	.1	0	0	0	.9	0	0	36
42808	.65	3	1	1	3	.4	.2	.1	.1	.2	0	0	1	53
42808	.65	3	1	1	4	.18	.2	.18	.24	.2	0	0	1	44
42808	.65	3	1	1	5	0	0	.3	.3	.4	0	1	1	51
42808	.65	3	1	2	1	.4	.2	.2	0	0	.2	0	0	52
42808	.65	3	1	2	2	0	.26	0	0	0	.74	1	1	38
42808	.65	3	1	2	3	0	.2	.4	.2	0	.2	0	1	50
42808	.65	3	1	2	4	0	.2	.2	.2	0	.4	0	1	49
42808	.65	3	1	2	5	0	0	0	0	.2	.8	0	0	40
42808	.65	3	1	3	1	0	0	0	0	0	1	0	1	37
42808	.65	3	1	3	2	0	0	0	0	0	1	1	1	43
42808	.65	3	1	3	3	.32	0	.32	.04	.32	0	0	1	47
42808	.65	3	1	3	4	.24	.24	0	.24	0	.28	0	1	54
42808	.65	3	1	3	5	0	.2	.2	.1	.4	.1	0	1	46
42808	.65	3	1	4	1	0	0	0	0	0	1	1	1	39
42808	.65	3	1	4	2	.3	.38	.32	0	0	0	0	1	41
42808	.65	3	1	4	3	0	0	0	0	0	1	0	1	42
42808	.65	3	1	4	4	.2	.2	.2	.2	.2	0	0	1	45
42808	.65	3	1	4	5	.2	.2	0	0	.4	.2	0	1	55
42808	.65	4	1	1	1	.26	0	0	0	0	.74	1	1	40
42808	.65	4	1	1	2	.16	.4	.16	.16	.12	0	0	1	53
42808	.65	4	1	1	3	0	.3	.4	0	.3	0	0	1	41
42808	.65	4	1	1	4	.04	.32	0	.32	.32	0	0	0	47
42808	.65	4	1	1	5	0	0	0	0	0	1	0	0	54
42808	.65	4	1	2	1	.1	0	0	0	0	.9	0	1	36
42808	.65	4	1	2	2	.1	.4	0	.1	0	.4	0	0	55
42808	.65	4	1	2	3	.03	.03	.03	.03	.03	.85	0	1	43
42808	.65	4	1	2	4	0	0	.2	.2	.2	.4	0	1	49
42808	.65	4	1	2	5	0	0	.1	.1	.1	.7	1	1	46
42808	.65	4	1	3	1	.5	.2	.2	0	0	.1	0	1	42
42808	.65	4	1	3	2	.2	.4	0	.2	0	.2	0	1	50
42808	.65	4	1	3	3	0	0	.24	0	0	.76	1	1	38
42808	.65	4	1	3	4	0	0	.05	.2	.05	.7	0	0	52
42808	.65	4	1	3	5	0	0	0	0	0	1	0	0	45
42808	.65	4	1	4	1	.3	.3	.3	0	0	.1	0	0	48
42808	.65	4	1	4	2	.08	.24	.08	0	0	.6	0	0	39
42808	.65	4	1	4	3	.02	.3	.4	.28	0	0	0	1	44
42808	.65	4	1	4	4	0	0	.3	.3	.4	0	1	1	51
42808	.65	4	1	4	5	0	0	0	0	0	1	0	1	37
42808	.65	5	1	1	1	.1	0	0	0	0	.9	0	0	36
42808	.65	5	1	1	2	.12	.24	.12	.12	.12	.28	0	0	41
42808	.65	5	1	1	3	0	0	.26	0	0	.74	0	0	40
42808	.65	5	1	1	4	.1	.1	.1	.4	.1	.2	1	1	53
42808	.65	5	1	1	5	0	0	.3	.3	.4	0	0	0	51
42808	.65	5	1	2	1	.44	.2	.2	0	0	.16	0	1	42
42808	.65	5	1	2	2	0	.24	0	0	0	.76	0	1	38
42808	.65	5	1	2	3	0	0	0	0	0	1	0	0	43
42808	.65	5	1	2	4	.16	.14	0	.3	0	.4	1	1	39
42808	.65	5	1	2	5	0	0	0	0	0	1	0	0	47
42808	.65	5	1	3	1	.24	0	0	0	0	.76	0	1	50
42808	.65	5	1	3	2	0	0	0	0	0	1	0	0	37
42808	.65	5	1	3	3	0	0	.3	0	0	.7	0	1	45
42808	.65	5	1	3	4	.3	.3	.3	0	0	.1	0	0	48
42808	.65	5	1	3	5	.28	0	.3	0	.42	0	1	1	44
42808	.65	5	1	4	1	.08	.04	.04	.04	0	.8	1	1	55
42808	.65	5	1	4	2	0	.4	.2	0	.2	.2	0	1	46
42808	.65	5	1	4	3	0	0	.2	0	0	.8	0	1	52
42808	.65	5	1	4	4	0	0	.3	.4	.3	0	0	0	54
42808	.65	5	1	4	5	0	0	.14	.14	.14	.58	0	0	49
42808	.65	5	2	1	1	.125	0	0	0	0	.875	0	1	36
42808	.65	5	2	1	2	.125	.3	.125	.125	.125	.2	0	1	41
42808	.65	5	2	1	3	0	0	.275	0	0	.725	0	0	40
42808	.65	5	2	1	4	.1	.1	.1	.25	.1	.35	0	0	53
42808	.65	5	2	1	5	.3	.325	0	0	.375	0	1	1	51
42808	.65	6	1	1	1	.6	0	.2	0	.2	0	0	0	55
42808	.65	6	1	1	2	.24	.38	.18	0	0	.2	0	0	42
42808	.65	6	1	1	3	0	.26	.48	0	.26	0	0	1	44
42808	.65	6	1	1	4	0	0	0	.24	0	.76	0	1	50
42808	.65	6	1	1	5	0	0	.2	.2	.4	.2	1	1	46
42808	.65	6	1	2	1	.3	0	.2	0	.2	.3	0	1	53
42808	.65	6	1	2	2	0	0	0	0	0	1	0	1	37
42808	.65	6	1	2	3	0	0	.2	0	0	.8	0	1	52
42808	.65	6	1	2	4	0	0	0	.1	0	.9	1	1	36
42808	.65	6	1	2	5	0	0	0	0	.24	.76	0	1	38
42808	.65	6	1	3	1	.08	.08	.08	.08	.08	.6	0	1	49
42808	.65	6	1	3	2	.14	.3	.16	0	0	.4	1	1	39
42808	.65	6	1	3	3	.3	0	.42	0	.28	0	0	1	45
42808	.65	6	1	3	4	0	0	0	0	0	1	0	0	47
42808	.65	6	1	3	5	0	0	0	0	.26	.74	0	0	40
42808	.65	6	1	4	1	.4	.1	.2	.2	0	.1	0	1	48
42808	.65	6	1	4	2	0	.02	0	0	0	.98	0	0	54
42808	.65	6	1	4	3	.16	.12	.2	.12	.12	.28	0	1	41
42808	.65	6	1	4	4	0	0	.16	.2	.16	.48	1	1	43
42808	.65	6	1	4	5	0	0	.28	.28	.44	0	0	1	51
42808	.65	7	1	1	1	.02	.02	.02	0	0	.94	1	1	54
42808	.65	7	1	1	2	.16	.16	.16	0	0	.52	0	1	49
42808	.65	7	1	1	3	0	0	.2	0	0	.8	0	1	52
42808	.65	7	1	1	4	0	0	.2	.4	.2	.2	0	1	51
42808	.65	7	1	1	5	.3	0	.3	0	.4	0	0	0	44
42808	.65	7	1	2	1	.24	.18	.16	.16	.16	.1	0	1	41
42808	.65	7	1	2	2	.16	.3	.16	0	0	.38	1	1	40
42808	.65	7	1	2	3	0	0	.1	0	0	.9	0	1	53
42808	.65	7	1	2	4	.1	.1	.1	.5	.1	.1	0	0	55
42808	.65	7	1	2	5	0	0	0	0	.24	.76	0	0	50
42808	.65	7	1	3	1	.5	.28	.22	0	0	0	0	0	42
42808	.65	7	1	3	2	0	.12	0	0	0	.88	0	0	36
42808	.65	7	1	3	3	0	.02	.04	.02	.02	.9	0	0	43
42808	.65	7	1	3	4	.12	.12	0	.4	0	.36	1	1	46
42808	.65	7	1	3	5	0	0	0	0	0	1	0	0	37
42808	.65	7	1	4	1	.24	0	0	0	0	.76	0	1	38
42808	.65	7	1	4	2	.04	.3	.3	.06	.1	.2	0	1	48
42808	.65	7	1	4	3	0	0	0	0	0	1	1	1	47
42808	.65	7	1	4	4	.3	.3	0	.4	0	0	0	1	45
42808	.65	7	1	4	5	0	0	.2	.2	.4	.2	0	1	39
42808	.65	7	2	3	1	0	0	0	0	0	1	0	1	42
42808	.65	7	2	3	2	0	.125	0	0	0	.875	1	1	36
42808	.65	7	2	3	3	.025	.025	.025	.025	.025	.875	0	0	43
42808	.65	7	2	3	4	0	0	0	0	0	1	0	1	46
42808	.65	7	2	3	5	0	0	0	0	0	1	0	1	37
42808	.65	8	1	1	1	.3	0	0	0	0	.7	0	1	51
42808	.65	8	1	1	2	.2	.4	.2	.06	.04	.1	0	1	48
42808	.65	8	1	1	3	.02	.02	.16	0	0	.8	0	1	52
42808	.65	8	1	1	4	0	0	0	0	0	1	1	1	47
42808	.65	8	1	1	5	0	0	.16	.16	.22	.46	0	1	41
42808	.65	8	1	2	1	.36	.2	.24	0	0	.2	0	1	39
42808	.65	8	1	2	2	.02	.08	.04	.02	.04	.8	0	1	44
42808	.65	8	1	2	3	0	0	0	0	0	1	1	1	40
42808	.65	8	1	2	4	0	0	0	.1	0	.9	0	1	53
42808	.65	8	1	2	5	0	0	0	0	0	1	0	1	37
42808	.65	8	1	3	1	.52	0	.14	0	.14	.2	0	1	55
42808	.65	8	1	3	2	.04	.04	.04	0	0	.88	0	1	49
42808	.65	8	1	3	3	0	0	.1	0	0	.9	0	1	36
42808	.65	8	1	3	4	.01	.01	.01	.03	.01	.93	1	1	43
42808	.65	8	1	3	5	.3	0	.2	0	.5	0	0	1	45
42808	.65	8	1	4	1	.26	0	0	0	0	.74	0	1	50
42808	.65	8	1	4	2	.24	.32	.16	0	0	.28	0	0	42
42808	.65	8	1	4	3	0	0	.24	0	0	.76	0	1	38
42808	.65	8	1	4	4	0	0	.2	.2	.4	.2	0	0	46
42808	.65	8	1	4	5	.28	0	.28	0	.44	0	1	1	54
42808	.65	9	1	1	1	0	0	0	0	0	1	0	0	40
42808	.65	9	1	1	2	.005	.01	.01	.01	.005	.96	0	0	43
42808	.65	9	1	1	3	0	.02	.16	.02	0	.8	0	1	52
42808	.65	9	1	1	4	.04	.2	.34	.34	.04	.04	1	1	48
42808	.65	9	1	1	5	0	0	.3	.32	.38	0	0	0	41
42808	.65	9	1	2	1	0	0	0	0	0	1	0	0	49
42808	.65	9	1	2	2	0	0	0	0	0	1	0	1	37
42808	.65	9	1	2	3	.02	.02	.08	.02	.02	.84	0	0	45
42808	.65	9	1	2	4	0	0	0	.26	0	.74	1	1	54
42808	.65	9	1	2	5	0	0	0	0	0	1	0	1	42
42808	.65	9	1	3	1	.26	0	0	0	0	.74	0	0	50
42808	.65	9	1	3	2	0	.1	0	0	0	.9	0	1	36
42808	.65	9	1	3	3	0	.22	.4	.22	0	.16	1	1	46
42808	.65	9	1	3	4	0	0	0	.24	0	.76	0	1	38
42808	.65	9	1	3	5	0	0	.06	.04	.3	.6	0	0	51
42808	.65	9	1	4	1	0	0	0	0	0	1	0	0	47
42808	.65	9	1	4	2	.26	.46	0	.28	0	0	0	1	44
42808	.65	9	1	4	3	.26	.2	.34	0	0	.2	0	0	39
42808	.65	9	1	4	4	.2	.16	.16	.38	.1	0	1	1	55
42808	.65	9	1	4	5	0	0	0	0	0	1	0	0	53
42808	.65	9	2	1	1	.35	.325	0	0	.325	0	0	1	40
42808	.65	9	2	1	2	0	.0375	.0125	0	0	.95	0	1	43
42808	.65	9	2	1	3	.025	.05	.05	0	0	.875	1	1	52
42808	.65	9	2	1	4	.25	.25	0	.5	0	0	0	1	48
42808	.65	9	2	1	5	0	0	.275	.3	.425	0	0	0	41
42808	.65	9	2	4	1	0	0	0	0	0	1	0	1	47
42808	.65	9	2	4	2	.025	.05	.025	.025	0	.875	0	1	44
42808	.65	9	2	4	3	0	0	0	0	0	1	0	1	39
42808	.65	9	2	4	4	.025	.025	.025	.025	.025	.875	1	1	55
42808	.65	9	2	4	5	0	0	0	0	0	1	0	1	53
42808	.65	10	1	1	1	.38	.1	.2	.1	.1	.12	0	0	48
42808	.65	10	1	1	2	0	.2	0	0	0	.8	0	0	49
42808	.65	10	1	1	3	0	0	.28	0	0	.72	0	0	54
42808	.65	10	1	1	4	.28	.28	0	.44	0	0	0	0	46
42808	.65	10	1	1	5	0	0	0	0	.24	.76	1	1	38
42808	.65	10	1	2	1	.2	0	0	0	0	.8	0	1	42
42808	.65	10	1	2	2	.04	.08	.02	.04	.02	.8	0	1	44
42808	.65	10	1	2	3	0	0	0	0	0	1	1	1	53
42808	.65	10	1	2	4	.3	.3	0	.4	0	0	0	1	41
42808	.65	10	1	2	5	0	0	.02	.02	.06	.9	0	1	43
42808	.65	10	1	3	1	.16	.02	.02	0	0	.8	0	0	52
42808	.65	10	1	3	2	0	.1	0	0	0	.9	0	0	36
42808	.65	10	1	3	3	.04	.04	.04	.04	.04	.8	0	0	47
42808	.65	10	1	3	4	0	0	.1	.4	.1	.4	0	1	51
42808	.65	10	1	3	5	0	0	.2	.2	.4	.2	1	1	39
42808	.65	10	1	4	1	.22	0	0	0	0	.78	0	1	45
42808	.65	10	1	4	2	0	.1	0	0	0	.9	1	1	40
42808	.65	10	1	4	3	0	0	0	0	0	1	0	1	37
42808	.65	10	1	4	4	0	0	0	.26	0	.74	0	1	50
42808	.65	10	1	4	5	.2	.1	.1	.2	.4	0	0	1	55
42808	.65	10	2	1	1	.25	.05	.05	.05	.1	.5	0	0	48
42808	.65	10	2	1	2	0	0	0	0	0	1	1	1	49
42808	.65	10	2	1	3	.15	0	.15	.125	0	.575	0	1	54
42808	.65	10	2	1	4	.05	.05	0	.05	0	.85	0	1	46
42808	.65	10	2	1	5	0	0	0	0	.2	.8	0	1	38
42808	.65	10	2	3	1	.075	.025	.025	0	0	.875	0	1	52
42808	.65	10	2	3	2	0	.125	0	0	0	.875	1	1	36
42808	.65	10	2	3	3	.05	.05	.05	.05	.05	.75	0	1	47
42808	.65	10	2	3	4	0	0	.125	.25	.125	.5	0	1	51
42808	.65	10	2	3	5	0	0	0	0	.25	.75	0	1	39
42808	.65	11	1	1	1	.1	0	0	0	0	.9	1	1	52
42808	.65	11	1	1	2	0	.1	0	0	0	.9	0	1	36
42808	.65	11	1	1	3	0	0	0	0	0	1	0	1	37
42808	.65	11	1	1	4	0	0	0	.16	0	.84	0	1	55
42808	.65	11	1	1	5	0	.14	.16	0	.24	.46	0	1	41
42808	.65	11	1	2	1	.16	.18	.16	.02	0	.48	0	1	43
42808	.65	11	1	2	2	.16	.3	.16	0	0	.38	0	1	46
42808	.65	11	1	2	3	0	0	0	0	0	1	1	1	40
42808	.65	11	1	2	4	.28	0	.28	.44	0	0	0	1	44
42808	.65	11	1	2	5	0	0	0	0	.1	.9	0	1	47
42808	.65	11	1	3	1	.36	.22	.22	0	0	.2	0	1	39
42808	.65	11	1	3	2	.04	.2	.04	.08	.04	.6	0	1	48
42808	.65	11	1	3	3	.02	.02	.02	0	0	.94	1	1	49
42808	.65	11	1	3	4	0	.04	.04	.1	0	.82	0	1	42
42808	.65	11	1	3	5	0	0	0	0	.1	.9	0	1	45
42808	.65	11	1	4	1	.24	0	0	0	0	.76	1	1	38
42808	.65	11	1	4	2	0	.3	.1	.1	0	.5	0	1	51
42808	.65	11	1	4	3	0	0	.26	0	0	.74	0	1	50
42808	.65	11	1	4	4	.1	.1	0	.16	0	.64	0	0	54
42808	.65	11	1	4	5	0	0	0	0	0	1	0	0	53
42808	.65	12	1	1	1	.1	0	0	0	0	.9	0	1	40
42808	.65	12	1	1	2	0	.26	0	0	0	.74	1	1	50
42808	.65	12	1	1	3	0	0	.1	0	0	.9	0	0	36
42808	.65	12	1	1	4	0	0	0	.1	0	.9	0	0	53
42808	.65	12	1	1	5	0	0	.02	.02	.16	.8	0	0	52
42808	.65	12	1	2	1	0	0	0	0	0	1	1	1	37
42808	.65	12	1	2	2	.1	.2	.1	0	0	.6	0	1	45
42808	.65	12	1	2	3	0	0	.1	0	0	.9	0	1	47
